titolo,link,data,giornale,raw_pred,bias,reason
La comunità ebraica: “Dopo l’attacco a Israele  bene più vigilanza”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/09/la-comunita-ebraica-dopo-lattacco-a-israele-bene-piu-vigilanzaFirenze02.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-09,Repubblica,"{""reason"": ""L'articolo sembra sostenere la necessità di una maggiore sicurezza per Israele senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra sostenere la necessità di una maggiore sicurezza per Israele senza considerare il contesto più ampio del conflitto.
La comunità ebraica: “Dopo l’attacco a Israele  giusto più vigilanza”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/09/la-comunita-ebraica-dopo-lattacco-a-israele-giusto-piu-vigilanzaFirenze01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-09,Repubblica,"{""reason"": ""L'articolo sembra sostenere la necessità di una maggiore vigilanza senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra sostenere la necessità di una maggiore vigilanza senza considerare il contesto più ampio del conflitto.
"Sinagoga, sorveglianza rafforzata e al Comune la bandiera di Israele",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/09/sinagoga-sorveglianza-rafforzata-e-al-comune-la-bandiera-di-israeleNapoli01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-09,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle misure di sicurezza per la comunità ebraica senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi sulle misure di sicurezza per la comunità ebraica senza considerare il contesto più ampio del conflitto.
Dal Campidoglio solidarità a Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/09/dal-campidoglio-solidarita-a-israeleRoma05.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-09,Repubblica,"{""reason"": ""L'articolo esprime solidarietà unilaterale verso Israele senza considerare il punto di vista palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo esprime solidarietà unilaterale verso Israele senza considerare il punto di vista palestinese.
"Soldati, civili, cittadini stranieri  l’incubo ostaggi per Israele",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/09/soldati-civili-cittadini-stranieri-lincubo-ostaggi-per-israele02.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-09,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sugli ostaggi israeliani senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi sugli ostaggi israeliani senza considerare il contesto più ampio del conflitto.
"Israele, esplode un razzo in diretta: l'inviato del Tg1 interrompe il collegamento e fugge",https://video.repubblica.it/mondo/israle-esplode-un-razzo-in-diretta-l-inviato-del-tg1-interrompe-il-collegamento-e-fugge/454378/455344?ref=search,2023-10-10,Repubblica,"{""reason"": ""Il titolo potrebbe far pensare che l'articolo sia a favore di Israele, ma in realtà si limita a riportare un fatto senza prendere una posizione."", ""bias"":""no_bias""}uu",no_bias,"Il titolo potrebbe far pensare che l'articolo sia a favore di Israele, ma in realtà si limita a riportare un fatto senza prendere una posizione."
israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/10/israele06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-10,Repubblica,"Mi dispiace, ma per poter valutare correttamente l'articolo e assegnargli una categoria, ho bisogno di più informazioni o del testo completo dell'articolo. Fammi sapere se posso aiutarti in altro modo.",,
"Metropolis/422 - Bonini: ""Israele per la prima volta nella sua storia sente di lottare per la sopravvivenza""",https://video.repubblica.it/metropolis/metropolis422-bonini/454447/455413?ref=search,2023-10-11,Repubblica,"{""reason"": ""L'articolo presenta Israele come vittima e sottolinea la lotta per la sopravvivenza, senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo presenta Israele come vittima e sottolinea la lotta per la sopravvivenza, senza considerare il contesto più ampio del conflitto."
Gli attacchi a Israele introducono rischi di coda sul petrolio,https://www.repubblica.it/economia/rapporti/obiettivo-capitale/mercati/2023/10/11/news/gli_attacchi_a_israele_introducono_rischi_di_coda_sul_petrolio-417552606/?ref=search,2023-10-11,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sugli impatti economici degli attacchi a Israele, senza approfondire il contesto politico o umanitario."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra concentrarsi sugli impatti economici degli attacchi a Israele, senza approfondire il contesto politico o umanitario."
Il post sulla Palestina  della consigliera  fa infuriare il Pd  Poi la retromarcia,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/11/il-post-sulla-palestina-della-consigliera-retromarciaFirenze05.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-11,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle reazioni politiche interne piuttosto che sulla complessità del conflitto israelo-palestinese."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra concentrarsi sulle reazioni politiche interne piuttosto che sulla complessità del conflitto israelo-palestinese.
"Israele e Palestina, i presidi opposti  Jarach: no alle due bandiere in Comune",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/11/israele-e-palestina-i-presidi-opposti-jarach-no-alle-comuneMilano01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-11,Repubblica,"{""reason"": ""L'articolo sembra affrontare la questione in modo neutrale, senza mostrare un chiaro bias a favore di una delle parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra affrontare la questione in modo neutrale, senza mostrare un chiaro bias a favore di una delle parti in conflitto."
Perché gli Usa hanno inviato una portaerei in Israele? Temo gravi massacri a Gaza,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/11/perche-gli-usa-hanno-inviato-una-portaerei-in-israele-temo-gaza08.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-11,Repubblica,"{""reason"": ""Il titolo suggerisce una preoccupazione per possibili massacri a Gaza, senza giustificare le azioni di Israele."", ""bias"":""no_bias""}uu",no_bias,"Il titolo suggerisce una preoccupazione per possibili massacri a Gaza, senza giustificare le azioni di Israele."
Schierati filopalestinesi e pro Israele città divisa ma le piazze non si riempiono,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/11/schierati-filopalestinesi-e-pro-israele-citta-riempionoMilano05.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-11,Repubblica,"{""reason"": ""Il titolo sembra suggerire una parità tra le due fazioni coinvolte nel conflitto, senza mostrare un chiaro bias a favore di una delle due."", ""bias"":""no_bias""}uu",no_bias,"Il titolo sembra suggerire una parità tra le due fazioni coinvolte nel conflitto, senza mostrare un chiaro bias a favore di una delle due."
Centrodestra all’attacco di Zaki “Nessuna ambiguità su Israele”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/centrodestra-allattacco-di-zaki-nessuna-ambiguita-su-israeleTorino06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sull'opinione del Centrodestra senza considerare il contesto complesso del conflitto israelo-palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi sull'opinione del Centrodestra senza considerare il contesto complesso del conflitto israelo-palestinese.
"Hanna, bloccata in Israele dalla guerra l’odissea della giocatrice di pallamano",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/hanna-bloccata-in-israele-dalla-guerra-lodissea-pallamanoPalermo14.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo si concentra sull'esperienza personale di un individuo coinvolto nel conflitto, senza prendere una posizione politica."", ""bias"":""no_bias""}uu",no_bias,"L'articolo si concentra sull'esperienza personale di un individuo coinvolto nel conflitto, senza prendere una posizione politica."
Sono sconvolto per i barbarici atti di terrorismo contro Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/sono-sconvolto-per-i-barbarici-atti-di-terrorismo-contro-israele08.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""Viene usato un linguaggio fortemente emotivo e parziale per condannare le azioni contro Israele senza considerare il contesto."", ""bias"":""pro_israele""}uu",pro_israele,Viene usato un linguaggio fortemente emotivo e parziale per condannare le azioni contro Israele senza considerare il contesto.
I volti/1  Il governo di Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/i-volti-1-il-governo-di-israele06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi esclusivamente sul governo israeliano senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi esclusivamente sul governo israeliano senza considerare il contesto più ampio del conflitto.
I tunnel tra G aza e Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/i-tunnel-tra-g-aza-e-israele10.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi solo sulle azioni di Hamas senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi solo sulle azioni di Hamas senza considerare il contesto più ampio del conflitto.
Seguo con dolore cosa succede in Israele e Palestina. Gli ostaggi siano rilasciati,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/seguo-con-dolore-cosa-succede-in-israele-e-palestina-rilasciati08.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo esprime preoccupazione per entrambe le parti coinvolte e auspica il rilascio degli ostaggi senza prendere posizioni di parte."", ""bias"":""no_bias""}uu",no_bias,L'articolo esprime preoccupazione per entrambe le parti coinvolte e auspica il rilascio degli ostaggi senza prendere posizioni di parte.
Cnn: «Israele conferma i bimbi decapitati»,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/cnn-israele-conferma-i-bimbi-decapitati04.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""Il titolo sembra sensazionalistico e potenzialmente fuorviante, potrebbe essere interpretato come un tentativo di demonizzare Israele senza considerare il contesto."", ""bias"":""pro_israele""}uu",pro_israele,"Il titolo sembra sensazionalistico e potenzialmente fuorviante, potrebbe essere interpretato come un tentativo di demonizzare Israele senza considerare il contesto."
"“Il mio messaggio è chiaro. L’Europa sta dalla parte di Israele, dalla parte del nostro amico e partner”",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/il-mio-messaggio-e-chiaro-leuropa-sta-dalla-parte-di-israele-partner06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo mostra un chiaro sostegno politico a Israele senza considerare la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo mostra un chiaro sostegno politico a Israele senza considerare la complessità del conflitto.
“Domenica in piazza per Israele” il console lancia la mobilitazione,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/domenica-in-piazza-per-israele-il-console-lancia-la-mobilitazioneFirenze01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra promuovere attivamente un'iniziativa a favore di Israele, senza considerare il punto di vista opposto."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra promuovere attivamente un'iniziativa a favore di Israele, senza considerare il punto di vista opposto."
La mossa di Carrai “In piazza Duomo  per Israele”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/la-mossa-di-carrai-in-piazza-duomo-per-israeleFirenze02.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra sottolineare un sostegno specifico a Israele senza considerare il punto di vista palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra sottolineare un sostegno specifico a Israele senza considerare il punto di vista palestinese.
In Israele un governo di guerra “Adesso siamo tutti soldati”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/12/in-israele-un-governo-di-guerra-adesso-siamo-tutti-soldati06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-12,Repubblica,"{""reason"": ""L'articolo sembra sostenere l'unità nazionale in Israele durante il conflitto, senza considerare le implicazioni o le prospettive palestinesi."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra sostenere l'unità nazionale in Israele durante il conflitto, senza considerare le implicazioni o le prospettive palestinesi."
"Metropolis/424 - Israele, prima il silenzio al Muro del Pianto poi gli scontri. Carmon (Memri): ""Responsabilità di Bibi e Qatar""",https://video.repubblica.it/metropolis/israele-dal-silenzio-al-muro-del-pianto-al-colloquio-con-carmon-memri-responsabilita-di-bibi-e-qatar/454612/455577?ref=search,2023-10-13,Repubblica,"{""reason"": ""Viene attribuita la responsabilità degli scontri sia a Netanyahu che al Qatar, senza approfondire il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"Viene attribuita la responsabilità degli scontri sia a Netanyahu che al Qatar, senza approfondire il contesto complesso del conflitto."
Torino  La fiaccolata per Israele  In piazza anche gli iraniani,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/torino-la-fiaccolata-per-israele-in-piazza-anche-gli-iraniani10.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare il sostegno a Israele senza considerare la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare il sostegno a Israele senza considerare la complessità del conflitto.
Mille candele al Memoriale della Shoah per Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/mille-candele-al-memoriale-della-shoah-per-israeleBologna05.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare il legame emotivo con Israele senza considerare il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare il legame emotivo con Israele senza considerare il contesto complesso del conflitto.
Comunità ebraica in piazza domenica e domani manifestazione pro Palestina,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/comunita-ebraica-in-piazza-domenica-e-palestinaFirenze03.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""L'articolo sembra dare spazio a entrambe le prospettive, senza mostrare un chiaro bias a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra dare spazio a entrambe le prospettive, senza mostrare un chiaro bias a favore di Israele."
Il monito di Blinken “Israele deve difendersi  ma il come conta”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/il-monito-di-blinken-israele-deve-difendersi-ma-il-come-conta02.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""Il titolo suggerisce una posizione critica nei confronti di Israele, sottolineando che la difesa deve essere proporzionata e rispettosa dei diritti umani."", ""bias"":""no_bias""}uu",no_bias,"Il titolo suggerisce una posizione critica nei confronti di Israele, sottolineando che la difesa deve essere proporzionata e rispettosa dei diritti umani."
Di Maio: “Israele ha il diritto di difendersi”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/di-maio-israele-ha-il-diritto-di-difendersi13.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""Viene sottolineato il diritto di Israele a difendersi senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,Viene sottolineato il diritto di Israele a difendersi senza considerare il contesto più ampio del conflitto.
Pro Israele e pro Palestina manifestazioni contrapposte,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/pro-israele-e-pro-palestina-manifestazioni-contrapposteFirenze01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""Il titolo sembra equilibrato, ma bisogna approfondire l'articolo per valutare eventuali bias nel contenuto."", ""bias"":""no_bias""}uu",no_bias,"Il titolo sembra equilibrato, ma bisogna approfondire l'articolo per valutare eventuali bias nel contenuto."
Torino solidale con Israele in piazza anche gli iraniani,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/torino-solidale-con-israele-in-piazza-anche-gli-iranianiTorino01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare il sostegno a Israele senza considerare il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare il sostegno a Israele senza considerare il contesto complesso del conflitto.
Mille candele per Israele  Prodi: “Un dolore immenso”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/13/mille-candele-per-israele-prodi-un-dolore-immensoBologna01.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-13,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi esclusivamente sul dolore di Israele senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi esclusivamente sul dolore di Israele senza considerare il contesto più ampio del conflitto.
Israele non dovrebbe invadere Gaza ma trovare soluzioni diplomatiche per non generare altre vittime,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/14/israele-non-dovrebbe-invadere-gaza-ma-trovare-vittime10.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-14,Repubblica,"{""reason"": ""L'articolo suggerisce che Israele dovrebbe evitare azioni militari e cercare soluzioni diplomatiche per ridurre le vittime civili."", ""bias"":""no_bias""}uu",no_bias,L'articolo suggerisce che Israele dovrebbe evitare azioni militari e cercare soluzioni diplomatiche per ridurre le vittime civili.
La maggioranza solidarizza con  Israele ma il 18% con Hamas,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/14/la-maggioranza-solidarizza-con-israele-ma-il-18-con-hamas10.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-14,Repubblica,"{""reason"": ""Viene evidenziata la solidarietà verso Israele senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,Viene evidenziata la solidarietà verso Israele senza considerare il contesto più ampio del conflitto.
“Israele ma anche Palestina”  La battaglia delle bandiere,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/14/israele-ma-anche-palestina-la-battaglia-delle-bandierePalermo06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-14,Repubblica,"{""reason"": ""L'articolo sembra dare spazio equo a entrambe le prospettive senza mostrare un chiaro bias verso Israele."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra dare spazio equo a entrambe le prospettive senza mostrare un chiaro bias verso Israele.
"Israele-Hamas, doppio evento  E Rifondazione litiga con il Pd",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/14/israele-hamas-doppio-evento-e-rifondazione-litiga-con-il-pdBari06.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-14,Repubblica,"{""reason"": ""L'articolo sembra non trattare direttamente il conflitto israelo-palestinese, ma altri argomenti politici interni."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra non trattare direttamente il conflitto israelo-palestinese, ma altri argomenti politici interni."
E oggi l’iniziativa organizzata per Israele dal console Marco Carrai,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/15/e-oggi-liniziativa-organizzata-per-israele-carraiFirenze04.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-15,Repubblica,"{""reason"": ""L'articolo sembra promuovere un'iniziativa a favore di Israele senza considerare il punto di vista palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra promuovere un'iniziativa a favore di Israele senza considerare il punto di vista palestinese.
"Ubp: Israele-Gaza, come proteggersi in caso di nuovo shock energetico",https://www.repubblica.it/economia/rapporti/obiettivo-capitale/mercati/2023/10/16/news/ubp_israele-gaza_come_proteggersi_in_caso_di_nuovo_shock_energetico-417981338/?ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi su consigli pratici per affrontare eventuali crisi energetiche legate al conflitto, senza prendere una posizione politica."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra concentrarsi su consigli pratici per affrontare eventuali crisi energetiche legate al conflitto, senza prendere una posizione politica."
"“Proseguiranno gli aiuti Usa all’Ucraina e il sostegno a Israele”: parla Hakeem Jeffries, leader dei democratici alla Camera",https://www.repubblica.it/esteri/2023/10/16/news/congresso_usa_aiuti_ucraina_e_israele_hakeem_jeffries_leader_democratici-417975754/?ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo menziona il sostegno a Israele senza approfondire le motivazioni di questo sostegno."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo menziona il sostegno a Israele senza approfondire le motivazioni di questo sostegno.
Raz Degan: “Soffro con Israele. Mio padre non vuole lasciare il paese e una ragazza della mia famiglia è andata al rave e non è tornata”,https://www.repubblica.it/spettacoli/tv-radio/2023/10/16/news/raz_degan_israele_padre_una_ragazza_della_mia_famiglia_rave_non_e_tornata-417932711/?ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo evidenzia la sofferenza di Raz Degan e la situazione in Israele senza approfondire il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo evidenzia la sofferenza di Raz Degan e la situazione in Israele senza approfondire il contesto complesso del conflitto.
E in Europa giovani iraniani  sfilano  per Israele,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/16/e-in-europa-giovani-iraniani-sfilano-per-israele10.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo sembra mettere in luce un'azione positiva a favore di Israele senza considerare il contesto complesso del conflitto israelo-palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra mettere in luce un'azione positiva a favore di Israele senza considerare il contesto complesso del conflitto israelo-palestinese.
Battaglia Israele-Hezbollah scambio di missili a Nord colpita base con gli italiani,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/16/battaglia-israele-hezbollah-scambio-di-missili-a-nord-colpita-italiani02.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo si concentra sull'aspetto bellico dello scontro senza considerare il contesto politico e umanitario della situazione."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo si concentra sull'aspetto bellico dello scontro senza considerare il contesto politico e umanitario della situazione.
"Guterres: “Hamas rilasci gli ostaggi, Israele consenta gli aiuti”",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/10/16/guterres-hamas-rilasci-gli-ostaggi-israele-consenta-gli-aiuti08.html&hl=&query=israele&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-10-16,Repubblica,"{""reason"": ""L'articolo evidenzia le richieste rivolte sia a Hamas che a Israele, senza mostrare un bias a favore di una delle due parti."", ""bias"":""no_bias""}uu",no_bias,"L'articolo evidenzia le richieste rivolte sia a Hamas che a Israele, senza mostrare un bias a favore di una delle due parti."
